#,Source,book/wikipedia,Passage,Question,Answer,Passagem,Questão,Resposta
43,Alcatrazes_Islands.txt,wikipedia,"2,5 million years ago, Alcatrazes was a mountain covered and surrounded with Atlantic Forest, and not an island. For around 65 thousand years one could simply walk from where today lies the municipality of São Sebastião to Alcatrazes.Due to that, archeological remains indicate Alcatrazes was visited by pre-Columbian peoples. Its first known visitors, the tupinambás, named the place ""Uraritã"" (""land of birds"").",For how much time it was possible to walk from the municipality of São Sebastião to Alcatrazes?,65 thousand years,"2,5 milhões de anos atrás, Alcatrazes era uma montanha coberta e cercada pela Mata Atlântica, e não uma ilha. Por cerca de 65 mil anos, pode simplesmente andar de onde hoje reside o município de São Sebastião a Alcatrazes.due para isso, os restos arqueológicos indicam que os alcatrazes foram visitados por povos pré-colombianos. Seus primeiros visitantes conhecidos, os Tupinambás, nomearam o lugar ""Uraritã"" (""terra dos pássaros"").",Por quanto tempo foi possível andar do município de São Sebastião para Alcatrazes?,65 mil anos
44,Port_of_Santos.txt,wikipedia,"The port of Santos was originally founded in 1892 on the banks of the Santos River. In 1913, there were about 90,00 inhabitants in the city of Santos and the economically active population was at about 37,000 with 22.7 percent working in the port as longshoremen, stevedores, carters, porters and coffee sackers. During the time after World War II, up to 1960, the port was known as the “Red Port” because of strong influence of Communism in the workers unions and city’s politics. Lack of investments and high tariffs were factors observed at the time and led the Port of Santos to a rapid decay around 1970. In 1980, the 90-year concession period ceded to Companhia Docas de Santos or CODESP. CODESP was a big player in the ports structure and worker culture. CODESP was in control of most of the port operations, created a new culture of work that created stronger bonds between the workers, and allowed for the creation of institutions to unite different categories of workers. Ever since the late 19th century the CODESP has tried to gain even more control over port operations. This, however, violated the workers’ sense of freedom and independence and caused the uprising of many of the worker institutions through different strikes for worker rights. In 1993, the Brazilian government realized that the singular control over the port that CODESP had was inhibiting the ports ability to be competitive and be more efficient. They then passed a law that de-monopolized the port's operational services.",When did the Brazilian government pass a law to increase competitiveness on the Port of Santos main businesses?,In the early 1990s.,"O porto de Santos foi originalmente fundado em 1892 nas margens do rio Santos. Em 1913, havia cerca de 90,00 habitantes na cidade de Santos e a população economicamente ativa foi de cerca de 37.000 com 22,7% trabalhando no porto como longshoremen, Stevedores, Carters, Porteiros e Sacoleiros de Café. Durante o tempo após a Segunda Guerra Mundial, até 1960, o porto era conhecido como ""Porto Vermelho"" por causa da forte influência do comunismo nos sindicatos e da política da cidade. A falta de investimentos e altas tarifas foram fatores observados na época e lideraram o porto de Santos a uma rápida decadência por volta de 1970. Em 1980, o período de concessão de 90 anos cedeceu à Companhia Docas de Santos ou Codesp. O Codesp era um grande jogador na estrutura das portas e na cultura de trabalhadores. O Codesp estava no controle da maioria das operações portuárias, criou uma nova cultura de trabalho que criou ligações mais fortes entre os trabalhadores e permitiu que a criação de instituições unisse diferentes categorias de trabalhadores. Desde o final do século XIX, o Codesp tentou obter ainda mais controle sobre as operações portuárias. Isso, no entanto, violou o senso de liberdade e independência dos trabalhadores e causou a revolta de muitas das instituições do trabalhador através de diferentes greves para os direitos trabalhadores. Em 1993, o governo brasileiro percebeu que o controle singular sobre o porto que o Codesp estava inibindo a capacidade das portas de ser competitiva e ser mais eficiente. Eles então passaram uma lei que des-monopolizou os serviços operacionais do porto.",Quando o governo brasileiro passou uma lei para aumentar a competitividade no porto das principais empresas de Santos?,No início dos anos 90.
45,Trindade_and_Martin_Vaz.txt,wikipedia,The islands are situated some 2100 kilometres (1300 miles) southwest of Ascension Island and 2550 kilometres (1580 miles) west of Saint Helena and the distance to the west coast of Africa is 4270 kilometres (2650 miles).,What's is the distance between Trindade and Martin islands and Africa?,4270 kilometres.,As ilhas estão situadas cerca de 2100 quilômetros (1300 milhas) a sudoeste da Ilha Ascension e a 2550 quilômetros (1580 milhas) a oeste de Santa Helena e a distância até a costa oeste da África é de 4270 quilômetros (2650 milhas).,O que é a distância entre Trindade e Ilhas Martinas e África?,4270 quilômetros.
46,coastal_fisheries_of_brazil_7.txt,book,Knowledge of the marine physical environment is extremely important for safe navigation for the use of appropriate gear and for the identification of certain fish species. This traditional knowledge is not evenly distributed among artisanal fishers but tends to be concentrated in the hands of boat captains and skippers and it is transmitted through different ways (Marques 2001).,Why Knowledge of the marine physical environment is important?,safe navigation,"O conhecimento do ambiente físico marinho é extremamente importante para a navegação segura para o uso de equipamentos apropriados e para a identificação de certas espécies de peixes. Este conhecimento tradicional não é distribuído uniformemente entre os pescadores artesanais, mas tende a se concentrar nas mãos de capitães de barco e pneumáticos e é transmitido através de diferentes maneiras (Marques 2001).",Por que o conhecimento do ambiente físico marinho é importante?,Navegação segura
47,Pre_salt_layer.txt,wikipedia,In this province there may be large oil and natural gas reserves located under salt layers that extend for 800 kilometers along the Brazilian coast – from the state of Santa Catarina coast to the coast of Espírito Santo – up to 200 km wide.,In which country is located the Pre-salt layer?,Brazil,"Nesta província, pode haver grandes reservas de petróleo e gás natural localizadas em camadas de sal que se estendem para 800 quilômetros ao longo da costa brasileira - do estado da costa de Santa Catarina até a costa do Espírito Santo - até 200 km de largura.",Em qual país localiza a camada pré-sal?,Brasil
48,2019_Northeast_Brazil_oil_spill.txt,wikipedia,As of 23 October contamination had reached more than 200 localities from the nine states of Northeast Brazil. More than 1000 tonnes of oil have already been collected from beaches along the 2250 km (1400 mi) of coastline affected.According to the Ministry of Defense about 5500 Navy Army and Air Force personnel have been involved with cleaning the beaches of the Northeast as have staff from the National Agency of Petroleum Natural Gas and Biofuels (ANP) the Brazilian Institute of Environment and Renewable Natural Resources (Ibama) the Chico Mendes Institute for Biodiversity Conservation (ICMBio) and the National Secretariat of Protection and Civil Defense; thousands of volunteers have been working at the beaches too.Within the state of Bahia a civilian group called Coast Guardians was started with volunteers to clean up the coast gaining popularity online and crowdfunding money for protective clothing. The group has organized 20 different beach teams. Staff from the local environment agency and some Naval officers helped two beach teams. Civilians in various parts of the region have also built nets to place between the ocean and its tributaries to prevent contamination of the country's rivers.,How many tons of oil have already been collected after the spill in the seas of northeastern Brazil?,More than a 1000 tonnes of oil.,"A partir de 23 de outubro, a contaminação atingiu mais de 200 localidades dos nove estados do Nordeste do Brasil. Mais de 1000 toneladas de petróleo já foram coletadas de praias ao longo dos 2250 km (1400 km) de costa afetadas. De acordo com o Ministério da Defesa, cerca de 5500, o Exército da Marinha e o pessoal da Força Aérea foram envolvidos com a limpeza das praias do Nordeste como Funcionários da Agência Nacional de Gás Natural e Biocombustíveis Petrolíferos (ANP) O Instituto Brasileiro de Meio Ambiente e Recursos Naturais Renováveis ​​(IBAMA) O Instituto Chico Mendes para a Conservação da Biodiversidade (ICMBIO) e a Secretaria Nacional de Proteção e Defesa Civil; Milhares de voluntários também têm trabalhado nas praias. Até o estado da Bahia, um grupo civil chamado Costeira, foi iniciado com voluntários para limpar a costa ganhando popularidade on-line e crowdfunding dinheiro para roupas de proteção. O grupo organizou 20 equipes de praia diferentes. A equipe da agência ambiental local e alguns oficiais navais ajudaram duas equipes de praia. Civis em várias partes da região também construíram redes para colocar entre o oceano e seus afluentes para evitar a contaminação dos rios do país.",Quantas toneladas de petróleo já foram coletadas após o derramamento nos mares do Nordeste do Brasil?,Mais de 1000 toneladas de óleo.
49,Recife_Port.txt,wikipedia,"Recife Port, is located in Recife Antigo in the city of Recife. It is located on the eastern island of Recife antigo on the banks of rivers Capibaribe and Beberibe",Where is Recife Port located?,"Recife Port, is located in Recife Antigo in the city of Recife. It is located on the eastern island of Recife antigo on the banks of rivers Capibaribe and Beberibe","O Porto Recife, está localizado em Recife Antigo, na cidade de Recife. Está localizado na Ilha Oriental de Recife Antigo nas margens dos rios Capibaribe e Beberibe",Onde está localizado o Porta Recife?,"O Porto Recife, está localizado em Recife Antigo, na cidade de Recife. Está localizado na Ilha Oriental de Recife Antigo nas margens dos rios Capibaribe e Beberibe"
50,Coastline_of_Brazil.txt,wikipedia,The coastline of Brazil measures 7491 km which makes it the 16th longest national coastline of the world. All the coast lies adjacent to the Atlantic Ocean.,Where does the coastline of Brazil lie?,Adjacent to the Atlantic Ocean,O litoral do Brasil mede 7491 km que o torna a 16ª costa nacional mais longa do mundo. Toda a costa encontra-se ao lado do Oceano Atlântico.,Onde fica o litoral do Brasil?,Adjacente ao Oceano Atlântico
51,Santos_Basin.txt,wikipedia,Barra Velha FormationThe Barra Velha Formation is approximately 300 to 350 metres (980 to 1150 ft) thick. In the proximal sections the formation comprises limestones of stromatolites and laminated microbialites. In the distal sections it is composed of shales. Interbedded with the laminated microbialites there are limestones with packstone and grainstone textures made up of algal clasts and bioclasts (fragmented ostracods). The carbonates frequently are partly or completely dolomitized. These facies represent a transitional continental and shallow marine environment. The age of this formation has been estimated to be Late Barremian to Aptian. It is correlative with the Macabu Formation in the Campos Basin as both are typified by laminated microbialites and stromatolites. These limestones are one of the sub-salt reservoirs in the Santos Basin.,How old is the Barra Velha formation?,Estimated between the end of the Barremiano and the Aptian.,"Formação Barra VelhaA Formação da Barra Velha é de aproximadamente 300 a 350 metros (980 a 1150 pés) de espessura. Nas seções proximais, a formação compreende calcários de stromatolites e microbialites laminados. Nas seções distais é composto de shales. Interbedded com os microbialites laminados, há calcários com embalagem e texturas de grainstone compostas de clastos de algas e bioclastos (ostracods fragmentados). Os carbonatos freqüentemente são parcialmente ou completamente dolomitizados. Estas fácies representam um ambiente marinho continental e superficial transitório. Estima-se que a idade dessa formação tenha sido atrasada em Barremian para o Aptian. É correlativo com a formação Macabu na bacia de Campos, já que ambos são tipificados por microbalitas laminadas e stromatolites. Esses calcários são um dos reservatórios sub-sal na bacia de Santos.",Quantos anos tem a formação da Barra Velha?,Estimado entre o final do Baremiano e o Aptiano.
52,Alcatrazes_Islands.txt,wikipedia,"Alcatrazes is a Brazilian archipelago, located some 35 km south of São Sebastião, in the northern coast of the State of São Paulo, one hour away by boat, approximately. It is protected by the largest marine integral conservation unit of Brazil after the Abrolhos Marine National Park.",Where is Alcatrazes located?,35 km south of São Sebastiao,"Alcatrazes é um arquipélago brasileiro, localizado a cerca de 35 km ao sul de São Sebastião, no norte da costa do estado de São Paulo, uma hora de distância de barco, aproximadamente. É protegido pela maior unidade de conservação integral marinha do Brasil após o Parque Nacional Marinho de Abrolhos.",Onde os Alcatrazes estão localizados?,35 km ao sul de São Sebastião
53,Fernando_de_Noronha_Environmental_Protection_Area.txt,wikipedia,The purpose is to conserve the environment flora and fauna while recognizing the needs of tourism.,What is the porpose of the Fernando de Noronha Environmental Protection Area?,It is intended to conserve the fauna and flora of Fernando de Noronha while recognizing the needs of tourism.,"O objetivo é conservar a flora e fauna do ambiente, reconhecendo as necessidades do turismo.",Qual é o Porósito da Área de Proteção Ambiental Fernando de Noronha?,"Destina-se a conservar a fauna e a flora de Fernando de Noronha, reconhecendo as necessidades do turismo."
54,Recife_Port.txt,wikipedia,Historically the port has been the main reason of the foundation of the village of Recife back in the 16th century. The history of the port is deeply linked to the economic rise social-economic and cultural development of the city the state and the Northeast region of Brazil; for being the main point of trade in goods and supplies to another states. In the 16th century the increasing movement of import production and export of sugar emerged along the vicinity of the port bringing the pioneer European settlers to live exclusively from commerce.,What was the main reason of the foundation of the village of Recipe?,Recife port,"Historicamente, o porto tem sido a principal razão da fundação da aldeia de Recife de volta no século XVI. A história do porto está profundamente ligada ao aumento econômico do desenvolvimento social-econômico e cultural da cidade do estado e da região nordeste do Brasil; por ser o principal ponto de comércio de bens e suprimentos para outros estados. No século XVI, a crescente circulação de produção de importação e exportação de açúcar surgiu ao longo da vizinhança do porto trazendo os colonos europeus pioneiros para viver exclusivamente do comércio.",Qual foi a principal razão da fundação da aldeia de receita?,Porta Recife.
55,Ilhabela.txt,wikipedia,Ilhabela is part of the Metropolitan Region of Vale do Paraíba e Litoral Norte. The population is 35591 (2020 est.). The islands in total cover 347.52 km2 (134.18 sq mi). During the holiday months up to one hundred thousand people may be on the island since it is a popular destination for tourists. To access the city one must take a boat or ferry in São Sebastião as there are no roads which reach it. During the summer one may wait several hours to take the ferry boat. The ferry takes 15 minutes to cross the channel between the two cities.,what is the population of Ilhabela?,35591,"Ilhabela faz parte da região metropolitana de Vale do Parába e Litoral Norte. A população é 35591 (2020 est.). As ilhas na cobertura total 347,52 km2 (134,18 mi). Durante os meses de férias até cem mil pessoas podem estar na ilha, já que é um destino popular para os turistas. Para acessar a cidade é preciso pegar um barco ou balsa em São Sebastião, pois não há estradas que alcançam. Durante o verão, pode-se esperar várias horas para levar o ferryboat. A balsa leva 15 minutos para atravessar o canal entre as duas cidades.",Qual é a população de Ilhabela?,35591.
56,coastal_fisheries_of_brazil_8.txt,book,During most of the 1990s IBAMA maintained technical working groups on the main industrial fishery resources (lobsters shrimps demersal fish sardine snappers tunas and catfish). In general there is more information for these resources and fisheries than for any other coastal fishery in the country.,What are the main industrial fishery resources?,lobsters shrimps demersal fish sardine snappers tunas and catfish,"Durante a maior parte da década da década de 1990, o IBAMA mantinha grupos de trabalho técnicos sobre os principais recursos da pesca industrial (lagostas camarão peixes demersal sardinha snappers atuns e bagre). Em geral, há mais informações para esses recursos e pesca do que para qualquer outra pescaria costeira no país.",Quais são os principais recursos da pesca industrial?,Lagosters Shrimps Demersal Peixe Sardine Snappers Tunas e bagre
57,Bay_of_All_Saints.txt,wikipedia,Farol da Barra (Barra Lighthouse) on the site of a historic fort stands at the entrance of the bay. The Bay of All Saints is shallow along much of its area with an average depth of 9.8 meters (32 ft). The Paraguaçu River travels 500 kilometers (310 mi) to empty into the bay and the coastal lowlands of the Reconcavo Basin are at its mouth. It contains 91 islands the largest being Itaparica Island at its entrance. Other important islands include the Ilha dos Frades ilha de Maré ilha de Bom Jesus and the small Ilha do Medo.,How many islands does Bay of All Saints have?,91,"Farol da Barra (farol de Barra) no local de um forte histórico fica na entrada da baía. A baía de todos os santos é superficialmente ao longo de sua área com uma profundidade média de 9,8 metros (32 pés). O rio Paraguaçu viaja a 500 quilômetros (310 km) para esvaziar a baía e as terras baixas costeiras da bacia reconcavo estão na boca. Contém 91 ilhas a maior ilha de Itaparica na sua entrada. Outras ilhas importantes incluem a Ilha dos Frades Ilha de Maré Ilha de Bom Jesus e a pequena Ilha do Medo.",Quantas ilhas faz baía de todos os santos?,91.
58,Pelotas_Basin.txt,wikipedia,The Pelotas Basin is an approximately 346000 square kilometres (134000 sq mi) large mostly offshore sedimentary basin located in the South Atlantic offshore Brazil and Uruguay. It covers the southern Brazilian states of Santa Catarina and Rio Grande do Sul and the Uruguayan departments Cerro Largo Rocha and Treinta y Tres. About 40900 square kilometres (15800 sq mi) of the basin is onshore. The onshore part of the basin in Uruguay is locally called Merín Basin.The basin is bound by the Florianópolis High separating it from the Santos Basin in the north and the Polônio High in the south forming the border with the Punta del Este Basin. The coastal ranges Serras de Sudeste in Brazil and Cuchilla Grande in Uruguay form the western boundary underlain by the Sierra Ballena Shear Zone. The onshore part of the basin is from north to south crossed by the Urussanga Araranguá Mampituba Jacuí Guaíba Camaquã Jaguarão/Yaguarón and Cebollatí Rivers.,What is the torrent part of the basin in Uruguay called?,It is locally called the Merín Basin.,"A Bacia de Pelotas é um Aproximadamente 346000 quilômetros quadrados (134000 pés quadrados) grande principalmente na bacia sedimentar offshore localizada no sul do Atlântico Offshore Brasil e Uruguai. Abrange os estados brasileiros sulistas de Santa Catarina e Rio Grande do Sul e os departamentos uruguaístas Cerro Largo Rocha e Treinta Y Tres. Cerca de 40900 quilômetros quadrados (15800 mi) da bacia é onshore. A parte onshore da bacia no Uruguai é chamada Localmente chamada Merín Basin. A bacia é vinculada pela Florianópolis, separando-a da bacia de Santos no norte e a Polônio High no sul, formando a fronteira com a bacia de Punta del Este. Os litorais variam Serra de Sudeste no Brasil e Cuchilla Grande em Uruguai formam o limite ocidental underlain pela zona de cisalhamento da Sierra Ballena. A parte onshore da bacia é de norte a sul cruzada pela Ursusanga Araranguá Mampituba Jacuí Guaíba Camaquã Jaguarão / Yaguarón e Cebollatí.",Qual é a parte torrente da bacia no Uruguai chamada?,É chamado localmente a bacia merín.
59,Port_of_Rio_de_Janeiro.txt,wikipedia,The port and the area around it is undergoing massive development program for the 2016 Summer Olympics. The Porto Maravilha project includes the reconstruction of 700 kilometres (430 miles) of urban infrastructure (water sewage drainage) the construction of 17 kilometres (11 miles) of bike paths and the demolition of the Elevado do Perimetral an elevated highway connecting downtown Rio to the city's south side. The plans also include the Rio de Janeiro Light Rail (VLT do Rio de Janeiro or VLT Carioca) a 30-kilometre (18.6-mile) light rail system linking the region to the subway ferries and bus stations. The project covers seven neighborhoods spread out over five million square metres (1.9 square miles): Centro Santo Cristo Boa Saúde Gamboa São Cristóvão Cidade Nova and Caju envisages the development of the region based on the principles of sustainability with the restructuring of streets squares and avenues bringing improved quality of life for current and future residents inhabitants of the hill of Gamboa.,Why the port of Rio de Janeiro and the area around it has undergone massive development program?,2016 Summer Olympics,"O porto e a área ao redor estão passando por Programa de Desenvolvimento Massivo para as Olimpíadas de Verão de 2016. O projeto Porto Maravilha inclui a reconstrução de 700 quilômetros (430 milhas) de infraestrutura urbana (drenagem de esgoto de água) a construção de 17 quilômetros (11 milhas) de ciclovias e a demolição do Elevado de perimetral uma rodovia elevada, ligando no centro do centro lado sul da cidade. Os planos também incluem o trilho de luz do Rio de Janeiro (VLT do Rio de Janeiro ou VLT Carioca) um sistema de trilho de 30 quilômetros (18,6 milhas) ligando a região a ferries e estações de ônibus. O projeto abrange sete bairros espalhados por mais de cinco milhões de metros quadrados (1.9 milhas quadradas): Centro Santo Cristo Boa Saúde Gamboa São Cristóvão Cidade Nova e Caju prevêem o desenvolvimento da região com base nos princípios de sustentabilidade com a reestruturação de quadrados e avenidas de ruas trazendo melhor qualidade de vida para moradores atuais e futuros habitantes da colina de gamboa.",Por que o porto do Rio de Janeiro e da área ao redor passou por Programa de Desenvolvimento Massivo?,Olimpíadas de verão de 2016.
60,Ilha_de_Boipeba.txt,wikipedia,It is a popular tourist destination due to its scenic beaches and rainforest which makes up the majority of the islands economy along with fishing.The island has a total area of 88 square kilometers and a population of 3256 as of 2010. There are four villages located on the island: Velha Boipeba São Sebastião Moreré and Monte Alegre. The island also has several beaches: Praia da Boca da Barra Praia de Tassimirim Praia da Cueira Praia de Moreré Praia de Bainema Praia da Cova da Onça Praia da Ponta dos Castelhanos,What is Boipeba island known for?,The island is known for its beaches and rainforest.,É um destino turístico popular devido a suas praias cênicas e floresta tropical que compõe a maioria das ilhas economia junto com a pesca. A ilha tem uma área total de 88 quilômetros quadrados e uma população de 3256 a partir de 2010. Existem quatro aldeias localizadas Na ilha: Velha Boipeba São Sebastião Moreré e Monte Alegre. A Ilha também tem várias praias: Praia da Tassimirim Praia de Tassimirim Praia da Ceueira Praia de Moreré Praia de Bainema Praia da Cova da Castelhanos,O que é a Ilha Boipeba conhecida?,A ilha é conhecida por suas praias e floresta tropical.
61,Alcatrazes_Islands.txt,wikipedia,"2,5 million years ago, Alcatrazes was a mountain covered and surrounded with Atlantic Forest, and not an island. For around 65 thousand years one could simply walk from where today lies the municipality of São Sebastião to Alcatrazes.Due to that, archeological remains indicate Alcatrazes was visited by pre-Columbian peoples. Its first known visitors, the tupinambás, named the place ""Uraritã"" (""land of birds"").",What does Uraritã mean?,land of birds,"2,5 milhões de anos atrás, Alcatrazes era uma montanha coberta e cercada pela Mata Atlântica, e não uma ilha. Por cerca de 65 mil anos, pode simplesmente andar de onde hoje reside o município de São Sebastião a Alcatrazes.due para isso, os restos arqueológicos indicam que os alcatrazes foram visitados por povos pré-colombianos. Seus primeiros visitantes conhecidos, os Tupinambás, nomearam o lugar ""Uraritã"" (""terra dos pássaros"").",O que significa urraritã?,terra de pássaros
62,Alcatrazes_Islands.txt,wikipedia,"The islands are believed to present their very current format since at least 2.5 million years ago. However, during the last glacial period (in between 85 thousand and 15 thousand years ago), the sea water was receded in such a way that the archipelago was actually a mountain still connected to the continent.Alcatrazes is formed by five main islands. The biggest one is known as Alcatrazes Island (2.5 km long with an area of 170 hectares (420 acres)) and the other ones are called da Sapata, do Paredão, do Porto (or do Farol) and do Sul. There are also four unnamed islets; five lajes (Dupla, Singela, do Paredão, do Farol and Negra); and two placers (Nordeste and Sudeste). Its depth can reach 50 m. Its total oceanic coverage is of 67,000 hectares (170,000 acres).The highest point of the archipelago is the Boa Vista (or dos Alcatrazes) Peak, 316 m high. Another peak is do Oratório at 154 m. The islands' faces are marked by rocky, steep walls that can reach up to 200 metres (660 ft) in height. Between the southern and eastern arms of the main island is the Saco do Funil, the most protected part of the island and the place where the Brazilian Navy used to practice shooting (see details in the ""History"" section below).The Farol Island, also known as Porto Island, has a 7m tall lighthouse (hence its name; ""farol"" is Portuguese for lighthouse).",How big is the largest island in Alcatrazes?,2.5km long with an area of 170 hectares,"Acredita-se que as ilhas apresentem seu formato atual desde pelo menos 2,5 milhões de anos atrás. No entanto, durante o último período glacial (entre 85 mil e 15 mil anos atrás), a água do mar foi recuada de tal forma que o arquipélago era na verdade uma montanha ainda conectada ao continente.Alcatrazes é formado por cinco ilhas principais. O maior é conhecido como Ilha Alcatrazes (2,5 km de comprimento com uma área de 170 hectares (420 acres)) e os outros são chamados da Sapata, do Paredão, do Porto (ou do Farol) e do Sul. Há também quatro ilhotas sem nome; Cinco Lajes (Dupla, Singela, Paredão, Do Farol e Negra); e dois placers (Nordeste e Sudeste). Sua profundidade pode atingir 50 m. Sua cobertura oceânica total é de 67.000 hectares (170.000 acres). O ponto mais alto do arquipélago é o pico de Boa Vista (ou alcatrazes), 316 m de altura. Outro pico é Oratrio a 154 m. Os rostos das ilhas são marcados por paredes rochosas e íngremes que podem atingir até 200 metros (660 pés) de altura. Entre os braços do sul e oriental da ilha principal é o Saco do Funil, a parte mais protegida da ilha e o lugar onde a Marinha brasileira costumava praticar tiroteio (ver detalhes na seção ""História"" abaixo). A ilha de Farol, Também conhecido como Porto Island, tem um farol alto de 7m (daí seu nome; ""Farol"" é português para farol).",Quão grande é a maior ilha de Alcatrazes?,"2,5 km de comprimento com uma área de 170 hectares"
63,Ilha_Grande.txt,wikipedia,On 5 July 2019 Ilha Grande and Paraty were inscribed as a UNESCO World Heritage Site.,When were Ilha Grande and Paraty inscribed as a UNESCO World Heritage Site?,5 July 2019,"Em 5 de julho de 2019, Ilha Grande e Paraty foram inscritos como Patrimônio Mundial da UNESCO.",Quando a Ilha Grande e a Paraty inscreveram-se como um Patrimônio Mundial da UNESCO?,5 de julho de 2019.
64,Bay_of_All_Saints.txt,wikipedia,The Italian explorer Amerigo Vespucci was the first European to visit the bay during his second expedition to the Americas. He entered the bay on All Saints' Day (November 1) 1501. He named the Bay of the Holy Savior of All the Saints after the date and his parish church in Florence San Salvatore di Ognissanti. Initially the bay its principal settlement and the captaincy around it all shared the same name but they were eventually distinguished the state becoming simply Bahia the bay becoming the Bay of All Saints and the city becoming first Bahia and now (usually) Salvador.,Who was the first European to visit Bay of All Saints?,Amerigo Vespucci,"O Italian Explorer Amerigo Vespucci foi o primeiro europeu a visitar a baía durante sua segunda expedição às Américas. Ele entrou na baía em todos os dias de Santos (1º de novembro) 1501. Ele nomeou a Baía do Santo Salvador de todos os santos após a data e sua igreja paroquial em Florença San Salvatore di Ognissanti. Inicialmente a baía seu assentamento principal e a capitania em torno de tudo compartilhava o mesmo nome, mas eles foram eventualmente distinguir o estado se tornando simplesmente Bahia a baía tornando-se a Baía de todos os santos e a cidade tornando-se primeiro Bahia e agora (geralmente) Salvador.",Quem foi o primeiro europeu a visitar a Baía de todos os santos?,Amerigo Vespucci.
65,Alcatrazes_Islands.txt,wikipedia,"Some 10,000 birds live in the archipelago, with over 100 different confirmed species, including endangered ones like the American oystercatcher and the South American tern.In the waters surrounding the archipelago, several species live among the grooved brain corals, including 400 species of invertebrates and between 200 and 250 species of fish, a number superior to anywhere else in Brazil, including the much bigger Fernando de Noronha archipelago, with 150 species. The place is also visited by cetaceans. The not so long but also not so short distance between island and continent combined with the fact that it is located in a transition zone of warm tropical waters to colder subtropical ones make for the big diversity of fishes.The sea around the islands wouldn't receive much attention until the 1990s, because diving was not yet regarded as a true scientific tool in Brazil. It was in the archipelago that such reality began to change.Beside the Navy exercises, another threat to the local ecosystem is the sea pollution, be it from chemical dejects (which contaminate the plankton and, consequently, the whole food chain involved with it) or incorrectly disposed waste. The invasive orange cup coral is another risk to the local fauna. They were first detected in 2011 and, since then, they are monitored and removed so they do not become a plague, although its eradication is no longer considered possible to achieve.",How has coral in the orange bowl been prevented from becoming a pest in Alctrazes?,are monitored and removed,"Cerca de 10.000 pássaros vivem no arquipélago, com mais de 100 espécies confirmadas diferentes, incluindo as amêndicas como o ostérrilo americano e o Tern da América do Sul. Nas águas que cercam o arquipélago, várias espécies vivem entre os corais cerebrais sulcados, incluindo 400 espécies de invertebrados e Entre 200 e 250 espécies de peixes, um número superior a qualquer outro lugar no Brasil, incluindo o muito maior Arquipélago de Fernando de Noronha, com 150 espécies. O local também é visitado por cetáceos. Os não tão longos, mas também não tão curta distância entre a ilha e o continente combinado com o fato de que está localizado em uma zona de transição de águas tropicais quentes para as subtropicais mais frias fazem para a grande diversidade de peixes. O mar ao redor das ilhas não Receba muita atenção até a década de 1990, porque o mergulho ainda não foi considerado como uma verdadeira ferramenta científica no Brasil. Foi no arquipélago que essa realidade começou a mudar.Beside os exercícios da Marinha, outra ameaça ao ecossistema local é a poluição do mar, seja de produtos químicos de desenhos (que contaminam o plâncton e, consequentemente, toda a cadeia alimentar envolvida) ou desperdício incorretamente disposto. O copo de laranja invasivo coral é outro risco para a fauna local. Eles foram detectados pela primeira vez em 2011 e, desde então, são monitorados e removidos para que não se tornem uma praga, embora sua erradicação não seja mais considerada possível.",Como a coral na tigela laranja foi impedida de se tornar uma praga em Alctrazes?,são monitorados e removidos
66,Recife_Port.txt,wikipedia,The International Airport of Guararapes is 14 km (8.6 mi) away from the Port going in a Southwest direction.,How far is Recife Port from the nearest airport?,14 km,O aeroporto internacional de Guararapes é de 14 km (8.6 km) do porto indo em uma direção sudoeste.,Quão longe é o Porto Recife do aeroporto mais próximo?,14 km.
67,Rocas_Atoll.txt,wikipedia,The Rocas Atoll (Portuguese: Atol das Rocas [aˈtɔw dɐs ˈʁɔkɐs]) is the only atoll in the South Atlantic Ocean. It belongs to the Brazilian State of Rio Grande do Norte. It is located approximately 260 km (160 mi) northeast of Natal and 145 km (90 mi) west of the Fernando de Noronha archipelago. The atoll is of volcanic origin and coralline formation.,What is the origin of the Rocas atoll?,Volcanic origin nd coralline formation,O Atol Rocas (Português: Atol Das Rocas [ATɔW DɐS ʁɔKɐS]) é o único atol no Oceano Atlântico Sul. Pertence ao estado brasileiro do Rio Grande do Norte. Está localizado a aproximadamente 260 km (160 km) nordeste de Natal e 145 km (90 km) a oeste do Arquipélago Fernando de Noronha. O atol é de origem vulcânica e formação coralina.,Qual é a origem do Atol Rocas?,Formação de Origem Vulcânica ND Corallina
68,Rio_Grande_Rise.txt,wikipedia,The Rio Grande Rise also called the Rio Grande Elevation or Bromley Plateau is an aseismic ocean ridge in the southern Atlantic Ocean off the coast of Brazil. Together with the Walvis Ridge off Africa the Rio Grande Rise forms a V-shaped structure of mirrored hotspot tracks or seamount chains across the northern South Atlantic.,Where is located the Bromley Plateau?,In the southern Atlantic Ocean off the coast of Brazil.,"O Rio Grande Ascensão também chamado de elevação do Rio Grande ou Bromley Plateau é um cume oceano assisco no sul do Oceano Atlântico na costa do Brasil. Juntamente com o Walvis Ridge off, a África, o Rio Grande Ascensão forma uma estrutura em forma de V de faixas de hotspot espelhadas ou cadeias de seamount em todo o norte do Atlântico Sul.",Onde está localizado o platô Bromley?,No sul do Oceano Atlântico na costa do Brasil.
